Date,Time (UTC),Local Time,Agent_ID,Active,Action,Responding to (Agent No),Message
2024-01-02,02:30:00,08:00:00,2,Active,Response,5,"My response to 5, 2024-01-01 18:00:00 UTC"
2024-01-02,02:30:00,08:00:00,2,Active,Response,9,"My response to 9, 2024-01-01 18:00:00 UTC"
2024-01-02,02:30:00,08:00:00,2,Active,Response,10,"My response to 10, 2024-01-01 18:00:00 UTC"
2024-01-02,02:30:00,08:00:00,2,Active,Response,3,"My response to 3, 2024-01-01 20:00:00 UTC"
2024-01-02,02:30:00,08:00:00,2,Active,Response,4,"My response to 4, 2024-01-01 20:00:00 UTC"
2024-01-02,02:30:00,08:00:00,2,Active,Response,5,"My response to 5, 2024-01-01 20:00:00 UTC"
2024-01-02,02:30:00,08:00:00,2,Active,Response,6,"My response to 6, 2024-01-01 20:00:00 UTC"
2024-01-02,02:30:00,08:00:00,2,Active,Response,7,"My response to 7, 2024-01-01 21:00:00 UTC"
2024-01-02,02:30:00,08:00:00,2,Active,Response,8,"My response to 8, 2024-01-01 21:00:00 UTC"
2024-01-02,02:30:00,08:00:00,2,Active,Response,3,"My response to 3, 2024-01-01 22:00:00 UTC"
2024-01-02,02:30:00,08:00:00,2,Active,Response,4,"My response to 4, 2024-01-01 22:00:00 UTC"
2024-01-02,02:30:00,08:00:00,2,Active,Response,3,"My response to 3, 2024-01-02 00:00:00 UTC"
2024-01-02,02:30:00,08:00:00,2,Active,Response,4,"My response to 4, 2024-01-02 00:00:00 UTC"
2024-01-02,02:30:00,08:00:00,2,Active,Response,7,"My response to 7, 2024-01-02 01:00:00 UTC"
2024-01-02,02:30:00,08:00:00,2,Active,Response,8,"My response to 8, 2024-01-02 01:00:00 UTC"
2024-01-02,02:30:00,08:00:00,2,Active,Response,3,"My response to 3, 2024-01-02 02:00:00 UTC"
2024-01-02,02:30:00,08:00:00,2,Active,Response,4,"My response to 4, 2024-01-02 02:00:00 UTC"
2024-01-02,02:30:00,08:00:00,2,Active,Response,1,"My response to 1, 2024-01-02 02:30:00 UTC"
2024-01-02,02:30:00,08:00:00,2,Active,Response,2,"My response to 2, 2024-01-02 02:30:00 UTC"
2024-01-02,04:00:00,20:00:00,3,Active,Response,4,ðŸ™‚
2024-01-02,04:00:00,20:00:00,3,Active,Response,1,ðŸ™‚
2024-01-02,04:00:00,20:00:00,3,Active,Response,2,ðŸ™‚
2024-01-02,04:00:00,20:00:00,3,Active,Response,3,ðŸ™‚
2024-01-02,04:00:00,20:00:00,4,Active,Post,,"I have this to say at time 4, 2024-01-02 04:00:00 UTC"
2024-01-02,04:30:00,10:00:00,1,Active,Post,,"I have this to say at time 1, 2024-01-02 04:30:00 UTC"
2024-01-02,04:30:00,10:00:00,2,Active,Response,3,"My response to 3, 2024-01-02 04:00:00 UTC"
2024-01-02,04:30:00,10:00:00,2,Active,Response,4,"My response to 4, 2024-01-02 04:00:00 UTC"
2024-01-02,04:30:00,10:00:00,2,Active,Response,1,"My response to 1, 2024-01-02 04:30:00 UTC"
2024-01-02,04:30:00,10:00:00,2,Active,Response,2,"My response to 2, 2024-01-02 04:30:00 UTC"
2024-01-02,05:00:00,16:00:00,7,Active,Post,,"I have this to say at time 7, 2024-01-02 05:00:00 UTC"
2024-01-02,05:00:00,16:00:00,8,Active,Post,,"I have this to say at time 8, 2024-01-02 05:00:00 UTC"
2024-01-02,06:00:00,08:00:00,9,Active,Post,,"I have this to say at time 9, 2024-01-02 06:00:00 UTC"
2024-01-02,06:00:00,08:00:00,10,Active,Post,,"I have this to say at time 10, 2024-01-02 06:00:00 UTC"
2024-01-02,06:30:00,12:00:00,1,Active,Post,,"I have this to say at time 1, 2024-01-02 06:30:00 UTC"
2024-01-02,06:30:00,12:00:00,2,Active,Response,7,"My response to 7, 2024-01-02 05:00:00 UTC"
2024-01-02,06:30:00,12:00:00,2,Active,Response,8,"My response to 8, 2024-01-02 05:00:00 UTC"
2024-01-02,06:30:00,12:00:00,2,Active,Response,9,"My response to 9, 2024-01-02 06:00:00 UTC"
2024-01-02,06:30:00,12:00:00,2,Active,Response,10,"My response to 10, 2024-01-02 06:00:00 UTC"
2024-01-02,06:30:00,12:00:00,2,Active,Response,1,"My response to 1, 2024-01-02 06:30:00 UTC"
2024-01-02,06:30:00,12:00:00,2,Active,Response,2,"My response to 2, 2024-01-02 06:30:00 UTC"
2024-01-02,08:00:00,08:00:00,5,Active,Post,,"I have this to say at time 5, 2024-01-02 08:00:00 UTC"
2024-01-02,08:00:00,08:00:00,6,Active,Response,7,ðŸ™‚
2024-01-02,08:00:00,08:00:00,6,Active,Response,8,ðŸ™‚
2024-01-02,08:00:00,08:00:00,6,Active,Response,3,ðŸ™‚
2024-01-02,08:00:00,08:00:00,6,Active,Response,4,ðŸ™‚
2024-01-02,08:00:00,08:00:00,6,Active,Response,3,ðŸ™‚
2024-01-02,08:00:00,08:00:00,6,Active,Response,4,ðŸ™‚
2024-01-02,08:00:00,08:00:00,6,Active,Response,7,ðŸ™‚
2024-01-02,08:00:00,08:00:00,6,Active,Response,8,ðŸ™‚
2024-01-02,08:00:00,08:00:00,6,Active,Response,3,ðŸ™‚
2024-01-02,08:00:00,08:00:00,6,Active,Response,4,ðŸ™‚
2024-01-02,08:00:00,08:00:00,6,Active,Response,1,ðŸ™‚
2024-01-02,08:00:00,08:00:00,6,Active,Response,2,ðŸ™‚
2024-01-02,08:00:00,08:00:00,6,Active,Response,3,ðŸ™‚
2024-01-02,08:00:00,08:00:00,6,Active,Response,4,ðŸ™‚
2024-01-02,08:00:00,08:00:00,6,Active,Response,1,ðŸ™‚
2024-01-02,08:00:00,08:00:00,6,Active,Response,2,ðŸ™‚
2024-01-02,08:00:00,08:00:00,6,Active,Response,7,ðŸ™‚
2024-01-02,08:00:00,08:00:00,6,Active,Response,8,ðŸ™‚
2024-01-02,08:00:00,08:00:00,6,Active,Response,9,ðŸ™‚
2024-01-02,08:00:00,08:00:00,6,Active,Response,10,ðŸ™‚
2024-01-02,08:00:00,08:00:00,6,Active,Response,1,ðŸ™‚
2024-01-02,08:00:00,08:00:00,6,Active,Response,2,ðŸ™‚
2024-01-02,08:00:00,08:00:00,6,Active,Response,5,ðŸ™‚
2024-01-02,08:00:00,08:00:00,6,Active,Response,6,ðŸ™‚
2024-01-02,08:30:00,14:00:00,1,Active,Post,,"I have this to say at time 1, 2024-01-02 08:30:00 UTC"
2024-01-02,08:30:00,14:00:00,2,Active,Response,5,"My response to 5, 2024-01-02 08:00:00 UTC"
2024-01-02,08:30:00,14:00:00,2,Active,Response,6,"My response to 6, 2024-01-02 08:00:00 UTC"
2024-01-02,08:30:00,14:00:00,2,Active,Response,1,"My response to 1, 2024-01-02 08:30:00 UTC"
2024-01-02,08:30:00,14:00:00,2,Active,Response,2,"My response to 2, 2024-01-02 08:30:00 UTC"
2024-01-02,09:00:00,20:00:00,7,Active,Post,,"I have this to say at time 7, 2024-01-02 09:00:00 UTC"
2024-01-02,09:00:00,20:00:00,8,Active,Post,,"I have this to say at time 8, 2024-01-02 09:00:00 UTC"
2024-01-02,10:00:00,10:00:00,5,Active,Post,,"I have this to say at time 5, 2024-01-02 10:00:00 UTC"
2024-01-02,10:00:00,12:00:00,9,Active,Post,,"I have this to say at time 9, 2024-01-02 10:00:00 UTC"
2024-01-02,10:00:00,12:00:00,10,Active,Post,,"I have this to say at time 10, 2024-01-02 10:00:00 UTC"
2024-01-02,10:30:00,16:00:00,1,Active,Post,,"I have this to say at time 1, 2024-01-02 10:30:00 UTC"
2024-01-02,10:30:00,16:00:00,2,Active,Response,7,"My response to 7, 2024-01-02 09:00:00 UTC"
2024-01-02,10:30:00,16:00:00,2,Active,Response,8,"My response to 8, 2024-01-02 09:00:00 UTC"
2024-01-02,10:30:00,16:00:00,2,Active,Response,5,"My response to 5, 2024-01-02 10:00:00 UTC"
2024-01-02,10:30:00,16:00:00,2,Active,Response,9,"My response to 9, 2024-01-02 10:00:00 UTC"
2024-01-02,10:30:00,16:00:00,2,Active,Response,10,"My response to 10, 2024-01-02 10:00:00 UTC"
2024-01-02,10:30:00,16:00:00,2,Active,Response,1,"My response to 1, 2024-01-02 10:30:00 UTC"
2024-01-02,10:30:00,16:00:00,2,Active,Response,2,"My response to 2, 2024-01-02 10:30:00 UTC"
2024-01-02,12:00:00,12:00:00,5,Active,Post,,"I have this to say at time 5, 2024-01-02 12:00:00 UTC"
2024-01-02,12:00:00,12:00:00,6,Active,Response,1,ðŸ™‚
2024-01-02,12:00:00,12:00:00,6,Active,Response,2,ðŸ™‚
2024-01-02,12:00:00,12:00:00,6,Active,Response,7,ðŸ™‚
2024-01-02,12:00:00,12:00:00,6,Active,Response,8,ðŸ™‚
2024-01-02,12:00:00,12:00:00,6,Active,Response,5,ðŸ™‚
2024-01-02,12:00:00,12:00:00,6,Active,Response,9,ðŸ™‚
2024-01-02,12:00:00,12:00:00,6,Active,Response,10,ðŸ™‚
2024-01-02,12:00:00,12:00:00,6,Active,Response,1,ðŸ™‚
2024-01-02,12:00:00,12:00:00,6,Active,Response,2,ðŸ™‚
2024-01-02,12:00:00,12:00:00,6,Active,Response,5,ðŸ™‚
2024-01-02,12:00:00,12:00:00,6,Active,Response,6,ðŸ™‚
2024-01-02,12:30:00,18:00:00,1,Active,Post,,"I have this to say at time 1, 2024-01-02 12:30:00 UTC"
2024-01-02,12:30:00,18:00:00,2,Active,Response,5,"My response to 5, 2024-01-02 12:00:00 UTC"
2024-01-02,12:30:00,18:00:00,2,Active,Response,6,"My response to 6, 2024-01-02 12:00:00 UTC"
2024-01-02,12:30:00,18:00:00,2,Active,Response,1,"My response to 1, 2024-01-02 12:30:00 UTC"
2024-01-02,12:30:00,18:00:00,2,Active,Response,2,"My response to 2, 2024-01-02 12:30:00 UTC"
2024-01-02,14:00:00,14:00:00,5,Active,Post,,"I have this to say at time 5, 2024-01-02 14:00:00 UTC"
2024-01-02,14:00:00,16:00:00,9,Active,Post,,"I have this to say at time 9, 2024-01-02 14:00:00 UTC"
2024-01-02,14:00:00,16:00:00,10,Active,Post,,"I have this to say at time 10, 2024-01-02 14:00:00 UTC"
2024-01-02,14:30:00,20:00:00,1,Active,Post,,"I have this to say at time 1, 2024-01-02 14:30:00 UTC"
2024-01-02,14:30:00,20:00:00,2,Active,Response,5,"My response to 5, 2024-01-02 14:00:00 UTC"
2024-01-02,14:30:00,20:00:00,2,Active,Response,9,"My response to 9, 2024-01-02 14:00:00 UTC"
2024-01-02,14:30:00,20:00:00,2,Active,Response,10,"My response to 10, 2024-01-02 14:00:00 UTC"
2024-01-02,14:30:00,20:00:00,2,Active,Response,1,"My response to 1, 2024-01-02 14:30:00 UTC"
2024-01-02,14:30:00,20:00:00,2,Active,Response,2,"My response to 2, 2024-01-02 14:30:00 UTC"
2024-01-02,16:00:00,08:00:00,3,Active,Response,4,ðŸ™‚
2024-01-02,16:00:00,08:00:00,3,Active,Response,1,ðŸ™‚
2024-01-02,16:00:00,08:00:00,3,Active,Response,2,ðŸ™‚
2024-01-02,16:00:00,08:00:00,3,Active,Response,7,ðŸ™‚
2024-01-02,16:00:00,08:00:00,3,Active,Response,8,ðŸ™‚
2024-01-02,16:00:00,08:00:00,3,Active,Response,9,ðŸ™‚
2024-01-02,16:00:00,08:00:00,3,Active,Response,10,ðŸ™‚
2024-01-02,16:00:00,08:00:00,3,Active,Response,1,ðŸ™‚
2024-01-02,16:00:00,08:00:00,3,Active,Response,2,ðŸ™‚
2024-01-02,16:00:00,08:00:00,3,Active,Response,5,ðŸ™‚
2024-01-02,16:00:00,08:00:00,3,Active,Response,6,ðŸ™‚
2024-01-02,16:00:00,08:00:00,3,Active,Response,1,ðŸ™‚
2024-01-02,16:00:00,08:00:00,3,Active,Response,2,ðŸ™‚
2024-01-02,16:00:00,08:00:00,3,Active,Response,7,ðŸ™‚
2024-01-02,16:00:00,08:00:00,3,Active,Response,8,ðŸ™‚
2024-01-02,16:00:00,08:00:00,3,Active,Response,5,ðŸ™‚
2024-01-02,16:00:00,08:00:00,3,Active,Response,9,ðŸ™‚
2024-01-02,16:00:00,08:00:00,3,Active,Response,10,ðŸ™‚
2024-01-02,16:00:00,08:00:00,3,Active,Response,1,ðŸ™‚
2024-01-02,16:00:00,08:00:00,3,Active,Response,2,ðŸ™‚
2024-01-02,16:00:00,08:00:00,3,Active,Response,5,ðŸ™‚
2024-01-02,16:00:00,08:00:00,3,Active,Response,6,ðŸ™‚
2024-01-02,16:00:00,08:00:00,3,Active,Response,1,ðŸ™‚
2024-01-02,16:00:00,08:00:00,3,Active,Response,2,ðŸ™‚
2024-01-02,16:00:00,08:00:00,3,Active,Response,5,ðŸ™‚
2024-01-02,16:00:00,08:00:00,3,Active,Response,9,ðŸ™‚
2024-01-02,16:00:00,08:00:00,3,Active,Response,10,ðŸ™‚
2024-01-02,16:00:00,08:00:00,3,Active,Response,1,ðŸ™‚
2024-01-02,16:00:00,08:00:00,3,Active,Response,2,ðŸ™‚
2024-01-02,16:00:00,08:00:00,3,Active,Response,3,ðŸ™‚
2024-01-02,16:00:00,08:00:00,4,Active,Post,,"I have this to say at time 4, 2024-01-02 16:00:00 UTC"
2024-01-02,16:00:00,16:00:00,5,Active,Post,,"I have this to say at time 5, 2024-01-02 16:00:00 UTC"
2024-01-02,16:00:00,16:00:00,6,Active,Response,1,ðŸ™‚
2024-01-02,16:00:00,16:00:00,6,Active,Response,2,ðŸ™‚
2024-01-02,16:00:00,16:00:00,6,Active,Response,5,ðŸ™‚
2024-01-02,16:00:00,16:00:00,6,Active,Response,9,ðŸ™‚
2024-01-02,16:00:00,16:00:00,6,Active,Response,10,ðŸ™‚
2024-01-02,16:00:00,16:00:00,6,Active,Response,1,ðŸ™‚
2024-01-02,16:00:00,16:00:00,6,Active,Response,2,ðŸ™‚
2024-01-02,16:00:00,16:00:00,6,Active,Response,3,ðŸ™‚
2024-01-02,16:00:00,16:00:00,6,Active,Response,4,ðŸ™‚
2024-01-02,16:00:00,16:00:00,6,Active,Response,5,ðŸ™‚
2024-01-02,16:00:00,16:00:00,6,Active,Response,6,ðŸ™‚
2024-01-02,18:00:00,10:00:00,3,Active,Response,4,ðŸ™‚
2024-01-02,18:00:00,10:00:00,3,Active,Response,5,ðŸ™‚
2024-01-02,18:00:00,10:00:00,3,Active,Response,6,ðŸ™‚
2024-01-02,18:00:00,10:00:00,3,Active,Response,3,ðŸ™‚
2024-01-02,18:00:00,10:00:00,4,Active,Post,,"I have this to say at time 4, 2024-01-02 18:00:00 UTC"
2024-01-02,18:00:00,18:00:00,5,Active,Post,,"I have this to say at time 5, 2024-01-02 18:00:00 UTC"
2024-01-02,18:00:00,20:00:00,9,Active,Post,,"I have this to say at time 9, 2024-01-02 18:00:00 UTC"
2024-01-02,18:00:00,20:00:00,10,Active,Post,,"I have this to say at time 10, 2024-01-02 18:00:00 UTC"
2024-01-02,20:00:00,12:00:00,3,Active,Response,4,ðŸ™‚
2024-01-02,20:00:00,12:00:00,3,Active,Response,5,ðŸ™‚
2024-01-02,20:00:00,12:00:00,3,Active,Response,9,ðŸ™‚
2024-01-02,20:00:00,12:00:00,3,Active,Response,10,ðŸ™‚
2024-01-02,20:00:00,12:00:00,3,Active,Response,3,ðŸ™‚
2024-01-02,20:00:00,12:00:00,4,Active,Post,,"I have this to say at time 4, 2024-01-02 20:00:00 UTC"
2024-01-02,20:00:00,20:00:00,5,Active,Post,,"I have this to say at time 5, 2024-01-02 20:00:00 UTC"
2024-01-02,20:00:00,20:00:00,6,Active,Response,3,ðŸ™‚
2024-01-02,20:00:00,20:00:00,6,Active,Response,4,ðŸ™‚
2024-01-02,20:00:00,20:00:00,6,Active,Response,5,ðŸ™‚
2024-01-02,20:00:00,20:00:00,6,Active,Response,9,ðŸ™‚
2024-01-02,20:00:00,20:00:00,6,Active,Response,10,ðŸ™‚
2024-01-02,20:00:00,20:00:00,6,Active,Response,3,ðŸ™‚
2024-01-02,20:00:00,20:00:00,6,Active,Response,4,ðŸ™‚
2024-01-02,20:00:00,20:00:00,6,Active,Response,5,ðŸ™‚
2024-01-02,20:00:00,20:00:00,6,Active,Response,6,ðŸ™‚
2024-01-02,21:00:00,08:00:00,7,Active,Post,,"I have this to say at time 7, 2024-01-02 21:00:00 UTC"
2024-01-02,21:00:00,08:00:00,8,Active,Post,,"I have this to say at time 8, 2024-01-02 21:00:00 UTC"
2024-01-02,22:00:00,14:00:00,3,Active,Response,4,ðŸ™‚
2024-01-02,22:00:00,14:00:00,3,Active,Response,5,ðŸ™‚
2024-01-02,22:00:00,14:00:00,3,Active,Response,6,ðŸ™‚
2024-01-02,22:00:00,14:00:00,3,Active,Response,7,ðŸ™‚
2024-01-02,22:00:00,14:00:00,3,Active,Response,8,ðŸ™‚
2024-01-02,22:00:00,14:00:00,3,Active,Response,3,ðŸ™‚
2024-01-02,22:00:00,14:00:00,4,Active,Post,,"I have this to say at time 4, 2024-01-02 22:00:00 UTC"
2024-01-03,00:00:00,16:00:00,3,Active,Response,4,ðŸ™‚
2024-01-03,00:00:00,16:00:00,3,Active,Response,3,ðŸ™‚
2024-01-03,00:00:00,16:00:00,4,Active,Post,,"I have this to say at time 4, 2024-01-03 00:00:00 UTC"
